"job_title_short","month_posted","skills","skill_pct"
"Data Scientist","2023-05-01","pyspark","4.52"
"Data Scientist","2023-05-01","pandas","8.45"
"Data Scientist","2023-05-01","git","7.27"
"Data Scientist","2023-05-01","vmware","0.04"
"Data Scientist","2023-05-01","gcp","5.55"
"Data Scientist","2023-05-01","qlik","2.68"
"Data Scientist","2023-05-01","databricks","5.29"
"Data Scientist","2023-05-01","github","3.11"
"Data Scientist","2023-05-01","linux","2.81"
"Data Scientist","2023-05-01","keras","4.69"
"Data Scientist","2023-05-01","numpy","6.03"
"Data Scientist","2023-05-01","terraform","0.41"
"Data Scientist","2023-05-01","c#","1.17"
"Data Scientist","2023-05-01","redshift","1.75"
"Data Scientist","2023-05-01","scikit-learn","6.91"
"Data Scientist","2023-05-01","spark","14.85"
"Data Scientist","2023-05-01","sap","1.98"
"Data Scientist","2023-05-01","powerpoint","2.89"
"Data Scientist","2023-05-01","airflow","2.25"
"Data Scientist","2023-05-01","sas","9.53"
"Data Scientist","2023-05-01","outlook","0.97"
"Data Scientist","2023-05-01","javascript","3.19"
"Data Scientist","2023-05-01","mysql","2.19"
"Data Scientist","2023-06-01","gcp","5.35"
"Data Scientist","2023-06-01","power bi","10.36"
"Data Scientist","2023-06-01","c++","4.93"
"Data Scientist","2023-06-01","jenkins","1.45"
"Data Scientist","2023-06-01","nosql","5.08"
"Data Scientist","2023-06-01","jira","2.19"
"Data Scientist","2023-06-01","outlook","0.83"
"Data Scientist","2023-06-01","vmware","0.06"
"Data Scientist","2023-06-01","scala","6.10"
"Data Scientist","2023-06-01","sas","8.46"
"Data Scientist","2023-06-01","pyspark","4.31"
"Data Scientist","2023-06-01","r","36.83"
"Data Scientist","2023-06-01","snowflake","3.66"
"Data Scientist","2023-06-01","linux","2.91"
"Data Scientist","2023-06-01","aws","15.90"
"Data Scientist","2023-06-01","azure","12.69"
"Data Scientist","2023-06-01","numpy","6.96"
"Data Scientist","2023-06-01","flow","2.73"
"Data Scientist","2023-06-01","tensorflow","11.52"
"Data Scientist","2023-06-01","excel","9.86"
"Data Scientist","2023-06-01","spss","2.07"
"Data Scientist","2023-06-01","kafka","2.24"
"Data Scientist","2023-06-01","github","3.38"
"Data Scientist","2023-06-01","sas","8.46"
"Data Scientist","2023-06-01","kubernetes","3.06"
"Data Scientist","2023-06-01","looker","1.72"
"Data Scientist","2023-06-01","sql server","2.56"
"Data Scientist","2023-06-01","powerpoint","2.51"
"Data Scientist","2023-06-01","docker","4.77"
"Data Scientist","2023-06-01","go","3.95"
"Data Scientist","2023-06-01","java","9.59"
"Data Scientist","2023-06-01","powershell","0.24"
"Data Scientist","2023-06-01","react","0.80"
"Data Scientist","2023-06-01","alteryx","1.08"
"Data Scientist","2023-06-01","keras","4.75"
"Data Scientist","2023-06-01","c#","1.76"
"Data Scientist","2023-06-01","python","68.48"
"Data Scientist","2023-06-01","mysql","2.56"
"Data Scientist","2023-06-01","ansible","0.21"
"Data Scientist","2023-06-01","javascript","2.79"
"Data Scientist","2023-06-01","typescript","0.25"
"Data Scientist","2023-06-01","spark","15.17"
"Data Scientist","2023-06-01","dax","0.67"
"Data Scientist","2023-06-01","hadoop","9.83"
"Data Scientist","2023-06-01","tableau","17.90"
"Data Scientist","2023-06-01","qlik","2.41"
"Data Scientist","2023-06-01","redshift","1.80"
"Data Scientist","2023-06-01","terraform","0.39"
"Data Scientist","2023-06-01","pandas","9.16"
"Data Scientist","2023-06-01","word","2.82"
"Data Scientist","2023-06-01","bash","0.90"
"Data Scientist","2023-06-01","airflow","2.01"
"Data Scientist","2023-06-01","databricks","5.45"
"Data Scientist","2023-06-01","pytorch","8.92"
"Data Scientist","2023-06-01","vba","1.29"
"Data Scientist","2023-06-01","scikit-learn","7.39"
"Data Scientist","2023-06-01","windows","1.28"
"Data Scientist","2023-06-01","sql","47.38"
"Data Scientist","2023-06-01","git","7.20"
"Data Scientist","2023-06-01","oracle","2.96"
"Data Scientist","2023-06-01","sap","1.87"
"Data Scientist","2023-07-01","azure","13.14"
"Data Scientist","2023-07-01","spark","13.97"
"Data Scientist","2023-07-01","docker","4.69"
"Data Scientist","2023-07-01","powershell","0.30"
"Data Scientist","2023-07-01","dax","0.62"
"Data Scientist","2023-07-01","git","7.33"
"Data Scientist","2023-07-01","go","4.67"
"Data Scientist","2023-07-01","powerpoint","2.61"
"Data Scientist","2023-07-01","java","9.05"
"Data Scientist","2023-07-01","hadoop","9.22"
"Data Scientist","2023-07-01","looker","2.14"
"Data Scientist","2023-07-01","outlook","0.77"
"Data Scientist","2023-07-01","tableau","18.03"
"Data Scientist","2023-07-01","sas","8.18"
"Data Scientist","2023-07-01","kubernetes","2.92"
"Data Scientist","2023-07-01","oracle","3.15"
"Data Scientist","2023-07-01","redshift","1.66"
"Data Scientist","2023-07-01","terraform","0.42"
"Data Scientist","2023-07-01","jira","2.15"
"Data Scientist","2023-07-01","kafka","2.05"
"Data Scientist","2023-07-01","github","2.97"
"Data Scientist","2023-07-01","word","2.68"
"Data Scientist","2023-07-01","qlik","2.56"
"Data Scientist","2023-07-01","pandas","9.09"
"Data Scientist","2023-07-01","c++","4.93"
"Data Scientist","2023-07-01","spss","1.71"
"Data Scientist","2023-07-01","flow","2.87"
"Data Scientist","2023-07-01","sql server","2.31"
"Data Scientist","2023-07-01","excel","10.00"
"Data Scientist","2023-07-01","tensorflow","10.70"
"Data Scientist","2023-07-01","numpy","6.40"
"Data Scientist","2023-07-01","jenkins","1.20"
"Data Scientist","2023-07-01","bash","0.92"
"Data Scientist","2023-07-01","gcp","5.33"
"Data Scientist","2023-07-01","power bi","10.28"
"Data Scientist","2023-07-01","typescript","0.15"
"Data Scientist","2023-07-01","databricks","5.17"
"Data Scientist","2023-07-01","nosql","4.24"
"Data Scientist","2023-07-01","aws","15.61"
"Data Scientist","2023-07-01","linux","3.16"
"Data Scientist","2023-07-01","windows","1.20"
"Data Scientist","2023-07-01","pytorch","8.78"
"Data Scientist","2023-07-01","vba","1.37"
"Data Scientist","2023-07-01","airflow","2.14"
"Data Scientist","2023-07-01","scikit-learn","6.58"
"Data Scientist","2023-07-01","snowflake","3.51"
"Data Scientist","2023-07-01","sap","2.10"
"Data Scientist","2023-07-01","pyspark","4.02"
"Data Scientist","2023-07-01","r","35.45"
"Data Scientist","2023-07-01","sas","8.18"
"Data Scientist","2023-07-01","scala","6.00"
"Data Scientist","2023-07-01","mysql","2.44"
"Data Scientist","2023-07-01","python","66.36"
"Data Scientist","2023-07-01","c#","1.36"
"Data Scientist","2023-07-01","ansible","0.16"
"Data Scientist","2023-07-01","keras","4.08"
"Data Scientist","2023-07-01","alteryx","1.38"
"Data Scientist","2023-07-01","vmware","0.06"
"Data Scientist","2023-07-01","javascript","2.85"
"Data Scientist","2023-07-01","react","0.70"
"Data Scientist","2023-07-01","sql","47.08"
"Data Scientist","2023-08-01","bash","0.87"
"Data Scientist","2023-08-01","hadoop","9.23"
"Data Scientist","2023-08-01","qlik","2.36"
"Data Scientist","2023-08-01","spark","14.45"
"Data Scientist","2023-08-01","windows","1.32"
"Data Scientist","2023-08-01","powershell","0.25"
"Data Scientist","2023-08-01","gcp","4.94"
"Data Scientist","2023-08-01","dax","0.57"
"Data Scientist","2023-08-01","word","3.01"
"Data Scientist","2023-08-01","alteryx","1.22"
"Data Scientist","2023-08-01","go","4.42"
"Data Scientist","2023-08-01","sas","9.06"
"Data Scientist","2023-08-01","databricks","5.01"
"Data Scientist","2023-08-01","powerpoint","2.93"
"Data Scientist","2023-08-01","scala","6.28"
"Data Scientist","2023-08-01","docker","4.16"
"Data Scientist","2023-08-01","git","6.67"
"Data Scientist","2023-08-01","aws","15.20"
"Data Scientist","2023-08-01","looker","1.84"
"Data Scientist","2023-08-01","java","9.31"
"Data Scientist","2023-08-01","flow","2.91"
"Data Scientist","2023-08-01","kafka","2.00"
"Data Scientist","2023-08-01","c++","4.64"
"Data Scientist","2023-08-01","oracle","3.26"
"Data Scientist","2023-08-01","mysql","2.43"
"Data Scientist","2023-08-01","tableau","17.79"
"Data Scientist","2023-08-01","terraform","0.39"
"Data Scientist","2023-08-01","sas","9.06"
"Data Scientist","2023-08-01","linux","3.02"
"Data Scientist","2023-08-01","azure","12.58"
"Data Scientist","2023-08-01","kubernetes","2.64"
"Data Scientist","2023-08-01","python","65.77"
"Data Scientist","2023-08-01","react","0.72"
"Data Scientist","2023-08-01","redshift","1.51"
"Data Scientist","2023-08-01","pytorch","9.04"
"Data Scientist","2023-08-01","typescript","0.16"
"Data Scientist","2023-08-01","github","2.31"
"Data Scientist","2023-08-01","power bi","9.23"
"Data Scientist","2023-08-01","javascript","2.97"
"Data Scientist","2023-08-01","spss","2.17"
"Data Scientist","2023-08-01","vba","1.27"
"Data Scientist","2023-08-01","c#","1.56"
"Data Scientist","2023-08-01","pandas","8.57"
"Data Scientist","2023-08-01","scikit-learn","7.23"
"Data Scientist","2023-08-01","vmware","0.05"
"Data Scientist","2023-08-01","keras","4.03"
"Data Scientist","2023-08-01","outlook","0.95"
"Data Scientist","2023-08-01","nosql","4.46"
"Data Scientist","2023-08-01","snowflake","3.36"
"Data Scientist","2023-08-01","sql server","2.44"
"Data Scientist","2023-08-01","jira","2.19"
"Data Scientist","2023-08-01","airflow","2.23"
"Data Scientist","2023-08-01","excel","10.67"
"Data Scientist","2023-08-01","sql","47.24"
"Data Scientist","2023-08-01","pyspark","3.76"
"Data Scientist","2023-08-01","tensorflow","11.63"
"Data Scientist","2023-08-01","ansible","0.19"
"Data Scientist","2023-08-01","r","35.82"
"Data Scientist","2023-08-01","numpy","6.37"
"Data Scientist","2023-08-01","sap","2.18"
"Data Scientist","2023-08-01","jenkins","1.20"
"Data Scientist","2023-09-01","oracle","3.53"
"Data Scientist","2023-09-01","kafka","2.17"
"Data Scientist","2023-09-01","qlik","1.81"
"Data Scientist","2023-09-01","outlook","0.73"
"Data Scientist","2023-09-01","sas","8.15"
"Data Scientist","2023-09-01","r","30.70"
"Data Scientist","2023-09-01","aws","14.05"
"Data Scientist","2023-09-01","numpy","6.32"
"Data Scientist","2023-09-01","tensorflow","10.67"
"Data Scientist","2023-09-01","sql server","2.35"
"Data Scientist","2023-09-01","nosql","4.12"
"Data Scientist","2023-09-01","spss","1.79"
"Data Scientist","2023-09-01","airflow","2.22"
"Data Scientist","2023-09-01","sas","8.15"
"Data Scientist","2023-09-01","looker","1.84"
"Data Scientist","2023-09-01","powerpoint","2.51"
"Data Scientist","2023-09-01","go","4.14"
"Data Scientist","2023-09-01","sql","42.56"
"Data Scientist","2023-09-01","alteryx","1.21"
"Data Scientist","2023-09-01","docker","4.18"
"Data Scientist","2023-09-01","keras","3.95"
"Data Scientist","2023-09-01","mysql","2.02"
"Data Scientist","2023-09-01","hadoop","8.63"
"Data Scientist","2023-09-01","javascript","2.93"
"Data Scientist","2023-09-01","dax","0.50"
"Data Scientist","2023-09-01","pyspark","3.55"
"Data Scientist","2023-09-01","pandas","8.82"
"Data Scientist","2023-09-01","databricks","4.75"
"Data Scientist","2023-09-01","bash","0.80"
"Data Scientist","2023-09-01","redshift","1.25"
"Data Scientist","2023-09-01","pytorch","8.64"
"Data Scientist","2023-09-01","git","6.78"
"Data Scientist","2023-09-01","power bi","8.21"
"Data Scientist","2023-09-01","jira","1.91"
"Data Scientist","2023-09-01","windows","0.88"
"Data Scientist","2023-09-01","sap","2.22"
"Data Scientist","2023-09-01","c++","4.15"
"Data Scientist","2023-09-01","jenkins","1.47"
"Data Scientist","2023-09-01","scikit-learn","6.74"
"Data Scientist","2023-09-01","vba","1.13"
"Data Scientist","2023-09-01","azure","12.38"
"Data Scientist","2023-09-01","terraform","0.48"
"Data Scientist","2023-09-01","tableau","15.22"
"Data Scientist","2023-09-01","spark","13.21"
"Data Scientist","2023-09-01","python","62.04"
"Data Scientist","2023-09-01","ansible","0.26"
"Data Scientist","2023-09-01","c#","1.43"
"Data Scientist","2023-09-01","word","2.69"
"Data Scientist","2023-09-01","flow","2.58"
"Data Scientist","2023-09-01","react","0.80"
"Data Scientist","2023-09-01","powershell","0.27"
"Data Scientist","2023-09-01","kubernetes","2.41"
"Data Scientist","2023-09-01","github","2.35"
"Data Scientist","2023-09-01","excel","9.94"
"Data Scientist","2023-09-01","gcp","4.78"
"Data Scientist","2023-09-01","typescript","0.26"
"Data Scientist","2023-09-01","linux","2.69"
"Data Scientist","2023-09-01","snowflake","3.47"
"Data Scientist","2023-09-01","scala","5.55"
"Data Scientist","2023-09-01","vmware","0.12"
"Data Scientist","2023-09-01","java","8.83"
"Data Scientist","2023-10-01","hadoop","8.01"
"Data Scientist","2023-10-01","javascript","3.22"
"Data Scientist","2023-10-01","sql","41.90"
"Data Scientist","2023-10-01","outlook","0.88"
"Data Scientist","2023-10-01","sas","7.17"
"Data Scientist","2023-10-01","vmware","0.05"
"Data Scientist","2023-10-01","terraform","0.64"
"Data Scientist","2023-10-01","excel","9.87"
"Data Scientist","2023-10-01","ansible","0.34"
"Data Scientist","2023-10-01","python","62.00"
"Data Scientist","2023-10-01","pytorch","8.84"
"Data Scientist","2023-10-01","c++","4.28"
"Data Scientist","2023-10-01","redshift","1.58"
"Data Scientist","2023-10-01","looker","1.59"
"Data Scientist","2023-10-01","tableau","15.23"
"Data Scientist","2023-10-01","java","8.67"
"Data Scientist","2023-10-01","bash","0.73"
"Data Scientist","2023-10-01","pyspark","3.85"
"Data Scientist","2023-10-01","databricks","4.74"
"Data Scientist","2023-10-01","linux","2.72"
"Data Scientist","2023-10-01","spark","12.42"
"Data Scientist","2023-10-01","dax","0.56"
"Data Scientist","2023-10-01","numpy","6.22"
"Data Scientist","2023-10-01","jira","1.84"
"Data Scientist","2023-10-01","kafka","1.99"
"Data Scientist","2023-10-01","airflow","2.51"
"Data Scientist","2023-10-01","go","4.16"
"Data Scientist","2023-10-01","qlik","1.59"
"Data Scientist","2023-10-01","tensorflow","10.90"
"Data Scientist","2023-10-01","gcp","4.41"
"Data Scientist","2023-10-01","powershell","0.30"
"Data Scientist","2023-10-01","sql server","2.30"
"Data Scientist","2023-10-01","power bi","8.47"
"Data Scientist","2023-10-01","r","31.05"
"Data Scientist","2023-10-01","azure","12.50"
"Data Scientist","2023-10-01","react","0.75"
"Data Scientist","2023-10-01","alteryx","0.96"
"Data Scientist","2023-10-01","sas","7.17"
"Data Scientist","2023-10-01","spss","1.59"
"Data Scientist","2023-10-01","word","2.94"
"Data Scientist","2023-10-01","oracle","3.60"
"Data Scientist","2023-10-01","c#","1.42"
"Data Scientist","2023-10-01","aws","14.19"
"Data Scientist","2023-10-01","snowflake","3.27"
"Data Scientist","2023-10-01","typescript","0.18"
"Data Scientist","2023-10-01","vba","1.07"
"Data Scientist","2023-10-01","scala","5.18"
"Data Scientist","2023-10-01","keras","4.34"
"Data Scientist","2023-10-01","nosql","3.96"
"Data Scientist","2023-10-01","scikit-learn","6.49"
"Data Scientist","2023-10-01","docker","4.19"
"Data Scientist","2023-10-01","jenkins","1.65"
"Data Scientist","2023-10-01","github","2.28"
"Data Scientist","2023-10-01","flow","2.60"
"Data Scientist","2023-10-01","kubernetes","2.61"
"Data Scientist","2023-10-01","pandas","8.57"
"Data Scientist","2023-10-01","git","6.65"
"Data Scientist","2023-10-01","windows","1.11"
"Data Scientist","2023-10-01","sap","1.96"
"Data Scientist","2023-10-01","powerpoint","2.65"
"Data Scientist","2023-10-01","mysql","2.17"
"Data Scientist","2023-11-01","powershell","0.20"
"Data Scientist","2023-11-01","tensorflow","11.27"
"Data Scientist","2023-11-01","nosql","4.12"
"Data Scientist","2023-11-01","sql server","2.10"
"Data Scientist","2023-11-01","kubernetes","2.50"
"Data Scientist","2023-11-01","bash","0.73"
"Data Scientist","2023-11-01","linux","2.99"
"Data Scientist","2023-11-01","gcp","4.84"
"Data Scientist","2023-11-01","numpy","5.74"
"Data Scientist","2023-11-01","aws","14.92"
"Data Scientist","2023-11-01","typescript","0.17"
"Data Scientist","2023-11-01","kafka","1.79"
"Data Scientist","2023-11-01","c++","4.39"
"Data Scientist","2023-11-01","sap","1.72"
"Data Scientist","2023-11-01","airflow","2.24"
"Data Scientist","2023-11-01","vmware","0.14"
"Data Scientist","2023-11-01","pandas","8.24"
"Data Scientist","2023-11-01","sql","43.84"
"Data Scientist","2023-11-01","terraform","0.53"
"Data Scientist","2023-11-01","power bi","8.56"
"Data Scientist","2023-11-01","tableau","15.33"
"Data Scientist","2023-11-01","pyspark","3.79"
"Data Scientist","2023-11-01","jira","1.75"
"Data Scientist","2023-11-01","dax","0.49"
"Data Scientist","2023-11-01","redshift","1.95"
"Data Scientist","2023-11-01","spark","12.54"
"Data Scientist","2023-11-01","javascript","3.21"
"Data Scientist","2023-11-01","python","63.65"
"Data Scientist","2023-11-01","outlook","0.78"
"Data Scientist","2023-11-01","ansible","0.23"
"Data Scientist","2023-11-01","hadoop","8.13"
"Data Scientist","2023-11-01","docker","4.18"
"Data Scientist","2023-11-01","mysql","2.21"
"Data Scientist","2023-11-01","flow","2.45"
"Data Scientist","2023-11-01","java","8.79"
"Data Scientist","2023-11-01","keras","4.04"
"Data Scientist","2023-11-01","scikit-learn","6.51"
"Data Scientist","2023-11-01","sas","7.78"
"Data Scientist","2023-11-01","alteryx","1.02"
"Data Scientist","2023-11-01","azure","12.71"
"Data Scientist","2023-11-01","databricks","4.56"
"Data Scientist","2023-11-01","react","0.74"
"Data Scientist","2023-11-01","qlik","1.82"
"Data Scientist","2023-11-01","oracle","3.55"
"Data Scientist","2023-11-01","git","6.88"
"Data Scientist","2023-11-01","r","31.60"
"Data Scientist","2023-11-01","jenkins","1.53"
"Data Scientist","2023-11-01","go","4.41"
"Data Scientist","2023-11-01","looker","1.53"
"Data Scientist","2023-11-01","word","2.59"
"Data Scientist","2023-11-01","windows","0.87"
"Data Scientist","2023-11-01","sas","7.78"
"Data Scientist","2023-11-01","powerpoint","2.30"
"Data Scientist","2023-11-01","scala","5.31"
"Data Scientist","2023-11-01","github","2.47"
"Data Scientist","2023-11-01","vba","0.94"
"Data Scientist","2023-11-01","snowflake","3.29"
"Data Scientist","2023-11-01","spss","1.55"
"Data Scientist","2023-11-01","c#","1.46"
"Data Scientist","2023-11-01","pytorch","8.98"
"Data Scientist","2023-11-01","excel","10.20"
"Data Scientist","2023-12-01","scala","4.98"
"Data Scientist","2023-12-01","pytorch","9.63"
"Data Scientist","2023-12-01","sas","7.20"
"Data Scientist","2023-12-01","databricks","4.69"
"Data Scientist","2023-12-01","keras","4.09"
"Data Scientist","2023-12-01","github","2.35"
"Data Scientist","2023-12-01","redshift","1.77"
"Data Scientist","2023-12-01","python","63.37"
"Data Scientist","2023-12-01","git","6.18"
"Data Scientist","2023-12-01","react","0.71"
"Data Scientist","2023-12-01","excel","9.22"
"Data Scientist","2023-12-01","azure","12.81"
"Data Scientist","2023-12-01","spark","12.43"
"Data Scientist","2023-12-01","linux","2.85"
"Data Scientist","2023-12-01","typescript","0.21"
"Data Scientist","2023-12-01","outlook","0.71"
"Data Scientist","2023-12-01","dax","0.54"
"Data Scientist","2023-12-01","tableau","15.37"
"Data Scientist","2023-12-01","sql","43.36"
"Data Scientist","2023-12-01","spss","1.78"
"Data Scientist","2023-12-01","qlik","1.89"
"Data Scientist","2023-12-01","javascript","3.21"
"Data Scientist","2023-12-01","hadoop","7.39"
"Data Scientist","2023-12-01","flow","2.70"
"Data Scientist","2023-12-01","c#","1.41"
"Data Scientist","2023-12-01","jira","1.68"
"Data Scientist","2023-12-01","bash","0.89"
"Data Scientist","2023-12-01","ansible","0.31"
"Data Scientist","2023-12-01","oracle","3.70"
"Data Scientist","2023-12-01","terraform","0.56"
"Data Scientist","2023-12-01","pyspark","3.90"
"Data Scientist","2023-12-01","windows","1.01"
"Data Scientist","2023-12-01","docker","4.10"
"Data Scientist","2023-12-01","sas","7.20"
"Data Scientist","2023-12-01","tensorflow","11.69"
"Data Scientist","2023-12-01","powerpoint","2.44"
"Data Scientist","2023-12-01","pandas","8.65"
"Data Scientist","2023-12-01","r","30.38"
"Data Scientist","2023-12-01","vba","0.99"
"Data Scientist","2023-12-01","mysql","2.26"
"Data Scientist","2023-12-01","numpy","6.01"
"Data Scientist","2023-12-01","kubernetes","2.42"
"Data Scientist","2023-12-01","sap","2.30"
"Data Scientist","2023-12-01","scikit-learn","6.30"
"Data Scientist","2023-12-01","aws","15.28"
"Data Scientist","2023-12-01","powershell","0.21"
"Data Scientist","2023-12-01","airflow","1.91"
"Data Scientist","2023-12-01","kafka","1.72"
"Data Scientist","2023-12-01","gcp","4.90"
"Data Scientist","2023-12-01","power bi","8.65"
"Data Scientist","2023-12-01","alteryx","0.96"
"Data Scientist","2023-12-01","go","4.35"
"Data Scientist","2023-12-01","vmware","0.04"
"Data Scientist","2023-12-01","snowflake","3.10"
"Data Scientist","2023-12-01","java","7.87"
"Data Scientist","2023-12-01","c++","3.77"
"Data Scientist","2023-12-01","sql server","2.30"
"Data Scientist","2023-12-01","jenkins","1.12"
"Data Scientist","2023-12-01","word","2.89"
"Data Scientist","2023-12-01","nosql","3.84"
"Data Scientist","2023-12-01","looker","1.60"
"Machine Learning Engineer","2022-12-01","go","17.86"
"Machine Learning Engineer","2022-12-01","azure","7.14"
"Machine Learning Engineer","2022-12-01","alteryx","3.57"
"Machine Learning Engineer","2022-12-01","c++","7.14"
"Machine Learning Engineer","2022-12-01","github","7.14"
"Machine Learning Engineer","2022-12-01","keras","3.57"
"Machine Learning Engineer","2022-12-01","powerpoint","10.71"
"Machine Learning Engineer","2022-12-01","typescript","3.57"
"Machine Learning Engineer","2022-12-01","aws","10.71"
"Machine Learning Engineer","2022-12-01","tensorflow","21.43"
"Machine Learning Engineer","2022-12-01","airflow","10.71"
"Machine Learning Engineer","2022-12-01","sql","32.14"
"Machine Learning Engineer","2022-12-01","r","3.57"
"Machine Learning Engineer","2022-12-01","react","7.14"
"Machine Learning Engineer","2022-12-01","scikit-learn","3.57"
"Machine Learning Engineer","2022-12-01","excel","7.14"
"Machine Learning Engineer","2022-12-01","bash","7.14"
"Machine Learning Engineer","2022-12-01","numpy","7.14"
"Machine Learning Engineer","2022-12-01","sql server","3.57"
"Machine Learning Engineer","2022-12-01","scala","7.14"
"Machine Learning Engineer","2022-12-01","pytorch","17.86"
"Machine Learning Engineer","2022-12-01","powershell","3.57"
"Machine Learning Engineer","2022-12-01","git","10.71"
"Machine Learning Engineer","2022-12-01","sap","7.14"
"Machine Learning Engineer","2022-12-01","nosql","3.57"
"Machine Learning Engineer","2022-12-01","java","7.14"
"Machine Learning Engineer","2022-12-01","word","3.57"
"Machine Learning Engineer","2022-12-01","redshift","3.57"
"Machine Learning Engineer","2022-12-01","python","50.00"
"Machine Learning Engineer","2022-12-01","databricks","7.14"
"Machine Learning Engineer","2022-12-01","flow","3.57"
"Machine Learning Engineer","2022-12-01","jenkins","3.57"
"Machine Learning Engineer","2022-12-01","spark","10.71"
"Machine Learning Engineer","2022-12-01","docker","14.29"
"Machine Learning Engineer","2022-12-01","tableau","7.14"
"Machine Learning Engineer","2022-12-01","javascript","3.57"
"Machine Learning Engineer","2022-12-01","linux","3.57"
"Machine Learning Engineer","2022-12-01","kubernetes","17.86"
"Machine Learning Engineer","2022-12-01","pandas","7.14"
"Machine Learning Engineer","2022-12-01","snowflake","7.14"
"Machine Learning Engineer","2023-01-01","go","6.83"
"Machine Learning Engineer","2023-01-01","power bi","2.14"
"Machine Learning Engineer","2023-01-01","git","12.38"
"Machine Learning Engineer","2023-01-01","bash","2.28"
"Machine Learning Engineer","2023-01-01","redshift","2.21"
"Machine Learning Engineer","2023-01-01","pytorch","29.96"
"Machine Learning Engineer","2023-01-01","vmware","0.21"
"Machine Learning Engineer","2023-01-01","scikit-learn","11.81"
"Machine Learning Engineer","2023-01-01","vba","0.71"
"Machine Learning Engineer","2023-01-01","windows","1.64"
"Machine Learning Engineer","2023-01-01","c++","9.68"
"Machine Learning Engineer","2023-01-01","pyspark","3.77"
"Machine Learning Engineer","2023-01-01","pandas","11.03"
"Machine Learning Engineer","2023-01-01","docker","20.07"
"Machine Learning Engineer","2023-01-01","tableau","3.13"
"Machine Learning Engineer","2023-01-01","flow","3.20"
"Machine Learning Engineer","2023-01-01","python","70.18"
"Machine Learning Engineer","2023-01-01","ansible","1.49"
"Machine Learning Engineer","2023-01-01","spark","22.99"
"Machine Learning Engineer","2023-01-01","dax","0.14"
"Machine Learning Engineer","2023-01-01","javascript","3.35"
"Machine Learning Engineer","2023-01-01","mysql","2.92"
"Machine Learning Engineer","2023-01-01","alteryx","1.00"
"Machine Learning Engineer","2023-01-01","keras","10.96"
"Machine Learning Engineer","2023-01-01","hadoop","8.83"
"Machine Learning Engineer","2023-01-01","java","14.88"
"Machine Learning Engineer","2023-01-01","react","1.21"
"Machine Learning Engineer","2023-01-01","oracle","2.35"
"Machine Learning Engineer","2023-01-01","terraform","5.69"
"Machine Learning Engineer","2023-01-01","powershell","0.50"
"Machine Learning Engineer","2023-01-01","sql","25.98"
"Machine Learning Engineer","2023-01-01","sas","1.00"
"Machine Learning Engineer","2023-01-01","azure","17.22"
"Machine Learning Engineer","2023-01-01","github","5.27"
"Machine Learning Engineer","2023-01-01","looker","0.50"
"Machine Learning Engineer","2023-01-01","spss","0.50"
"Machine Learning Engineer","2023-01-01","word","1.92"
"Machine Learning Engineer","2023-01-01","tensorflow","30.75"
"Machine Learning Engineer","2023-01-01","c#","2.06"
"Machine Learning Engineer","2023-01-01","excel","4.27"
"Machine Learning Engineer","2023-01-01","kafka","7.76"
"Machine Learning Engineer","2023-01-01","sql server","1.21"
"Machine Learning Engineer","2023-01-01","kubernetes","17.30"
"Machine Learning Engineer","2023-01-01","aws","28.47"
"Machine Learning Engineer","2023-01-01","nosql","5.77"
"Machine Learning Engineer","2023-01-01","gcp","10.32"
"Machine Learning Engineer","2023-01-01","numpy","7.62"
"Machine Learning Engineer","2023-01-01","typescript","0.71"
"Machine Learning Engineer","2023-01-01","powerpoint","0.85"
"Machine Learning Engineer","2023-01-01","airflow","10.32"
"Machine Learning Engineer","2023-01-01","linux","8.61"
"Machine Learning Engineer","2023-01-01","r","12.03"
"Machine Learning Engineer","2023-01-01","snowflake","2.49"
"Machine Learning Engineer","2023-01-01","qlik","0.57"
"Machine Learning Engineer","2023-01-01","scala","9.68"
"Machine Learning Engineer","2023-01-01","sas","1.00"
"Machine Learning Engineer","2023-01-01","outlook","0.36"
"Machine Learning Engineer","2023-01-01","jira","2.70"
"Machine Learning Engineer","2023-01-01","databricks","6.83"
"Machine Learning Engineer","2023-01-01","sap","1.07"
"Machine Learning Engineer","2023-01-01","jenkins","4.41"
"Machine Learning Engineer","2023-02-01","r","11.76"
"Machine Learning Engineer","2023-02-01","databricks","5.35"
"Machine Learning Engineer","2023-02-01","sql server","1.05"
"Machine Learning Engineer","2023-02-01","c#","1.53"
"Machine Learning Engineer","2023-02-01","tensorflow","30.78"
"Machine Learning Engineer","2023-02-01","airflow","6.69"
"Machine Learning Engineer","2023-02-01","spss","0.29"
"Machine Learning Engineer","2023-02-01","kafka","6.98"
"Machine Learning Engineer","2023-02-01","github","6.21"
"Machine Learning Engineer","2023-02-01","pytorch","31.84"
"Machine Learning Engineer","2023-02-01","excel","4.21"
"Machine Learning Engineer","2023-02-01","sas","1.05"
"Machine Learning Engineer","2023-02-01","powershell","0.29"
"Machine Learning Engineer","2023-02-01","terraform","6.12"
"Machine Learning Engineer","2023-02-01","oracle","1.82"
"Machine Learning Engineer","2023-02-01","redshift","2.49"
"Machine Learning Engineer","2023-02-01","go","6.79"
"Machine Learning Engineer","2023-02-01","react","1.72"
"Machine Learning Engineer","2023-02-01","hadoop","9.56"
"Machine Learning Engineer","2023-02-01","java","16.16"
